"","league","season","team.id","team.name","team.nickname","team.code","team.logo","conference.name","conference.rank","conference.win","conference.loss","division.name","division.rank","division.win","division.loss","division.gamesBehind","win.home","win.away","win.total","win.percentage","win.lastTen","loss.home","loss.away","loss.total","loss.percentage","loss.lastTen","gamesBehind","streak","winStreak","tieBreakerPoints"
"1","standard",2020,1,Atlanta Hawks,Hawks,ATL,https://upload.wikimedia.org/wikipedia/fr/e/ee/Hawks_2016.png,east,5,24,18,southeast,1,9,3,0.0,25,16,41,.569,7,11,20,31,.431,3,"8.0",4,TRUE,NA
