"","league","season","team.id","team.name","team.nickname","team.code","team.logo","conference.name","conference.rank","conference.win","conference.loss","division.name","division.rank","division.win","division.loss","division.gamesBehind","win.home","win.away","win.total","win.percentage","win.lastTen","loss.home","loss.away","loss.total","loss.percentage","loss.lastTen","gamesBehind","streak","winStreak","tieBreakerPoints"
"1","standard",2021,1,Atlanta Hawks,Hawks,ATL,https://upload.wikimedia.org/wikipedia/fr/e/ee/Hawks_2016.png,east,8,26,26,southeast,2,9,7,10.0,27,16,43,.524,7,14,25,39,.476,3,"10.0",1,TRUE,NA
